# HTM
# based on http://www.htm.net/smartsite.dws?id=NAVIGATIE&kaarttype=0&halte_ids=1,2,3,4,...
# and google geocoding api administrative_area_level_2
company	ovcid	city             	name
3	33419	Den Haag              	Melis Stokelaan
3	33420	Den Haag              	Melis Stokelaan
3	33422	Den Haag              	Leyweg
3	33423	Den Haag              	Leyweg
3	33424	Den Haag              	Loevesteinlaan
3	33425	Den Haag              	Loevesteinlaan
3	33426	Den Haag              	Paterswoldestraat
3	33427	Den Haag              	Paterswoldestraat
3	33436	Den Haag              	Dalerveenstraat
3	33437	Den Haag              	Dalerveenstraat
3	33438	Den Haag              	Fluitenbergstraat
3	33439	Den Haag              	Fluitenbergstraat
3	33442	Den Haag              	Steenwijklaan
3	33443	Den Haag              	Steenwijklaan
3	33601	Den Haag              	Loevesteinlaan
3	33602	Den Haag              	Loevesteinlaan
3	33603	Den Haag              	Zuiderpark
3	33604	Den Haag              	Zuiderpark
3	33605	Den Haag              	Moerweg
3	33606	Den Haag              	Moerweg
3	33607	Den Haag              	Anna Bijnslaan
3	33608	Den Haag              	Anna Bijnslaan
3	33609	Den Haag              	Hardenbroekstraat
3	33610	Den Haag              	Hardenbroekstraat
3	33612	Den Haag              	Cannenburglaan
3	33613	Den Haag              	Cannenburglaan
3	33614	Den Haag              	Remmersteinstraat
3	33615	Den Haag              	Remmersteinstraat
3	33616	Den Haag              	Geysterenweg
3	33617	Den Haag              	Geysterenweg
3	33618	Den Haag              	Erasmusplein
3	33619	Den Haag              	Erasmusplein
3	33620	Den Haag              	Heeswijkplein
3	33621	Den Haag              	Heeswijkplein
3	33624	Den Haag              	Moerweg
3	33625	Den Haag              	Moerweg
3	33626	Den Haag              	Station Moerwijk
3	33627	Den Haag              	Station Moerwijk
3	33628	Den Haag              	Station Moerwijk
3	33629	Den Haag              	Station Moerwijk
3	33635	Den Haag              	Erasmusplein
3	33701	Den Haag              	Dynamostraat
3	33702	Den Haag              	Dynamostraat
3	33708	Den Haag              	Melis Stokelaan
3	33709	Den Haag              	Melis Stokelaan
3	33801	Den Haag              	Goudriaankade
3	33802	Den Haag              	Goudriaankade
3	33803	Den Haag              	Calandplein
3	33804	Den Haag              	Calandplein
3	33805	Den Haag              	Laakkade
3	33806	Den Haag              	Laakkade
3	33807	Den Haag              	Neherkade
3	33808	Den Haag              	Neherkade
3	33809	Den Haag              	Oudemansstraat
3	33810	Den Haag              	Oudemansstraat
3	33813	Den Haag              	Van Musschenbroekstraat
3	33814	Den Haag              	Van Musschenbroekstraat
3	33815	Den Haag              	Broeksloot
3	33817	Den Haag              	Van Zeggelenlaan
3	33818	Den Haag              	Van Zeggelenlaan
3	33819	Den Haag              	Jonckbloetplein
3	33820	Den Haag              	Jonckbloetplein
3	33821	Den Haag              	Jonckbloetplein
3	33822	Den Haag              	Jonckbloetplein
3	33823	Den Haag              	Lorentzplein
3	33824	Den Haag              	Lorentzplein
3	33827	Den Haag              	Wenckebachstraat
3	33828	Den Haag              	Wenckebachstraat
3	33829	Den Haag              	Alberdingk Thijmstraat
3	33830	Den Haag              	Alberdingk Thijmstraat
3	33831	Den Haag              	Ledeganckplein
3	33832	Den Haag              	Ledeganckplein
3	33833	Den Haag              	Jan van Beersstraat
3	33834	Den Haag              	Jan van Beersstraat
3	33837	Den Haag              	Broeksloot
3	33838	Den Haag              	Broeksloot
3	33839	Den Haag              	Leeghwaterplein
3	33840	Den Haag              	Leeghwaterplein
3	33841	Den Haag              	Alberdingk Thijmstraat
3	33842	Den Haag              	Alberdingk Thijmstraat
3	33843	Den Haag              	Stieltjesstraat
3	33844	Den Haag              	Stieltjesstraat
3	33845	Den Haag              	Jonckbloetplein
3	33846	Den Haag              	Station Hollands Spoor
3	33847	Den Haag              	Station Hollands Spoor
3	33857	Den Haag              	Megastores
3	33858	Den Haag              	Megastores
3	33859	Den Haag              	Megastores hoofdingang
3	33860	Den Haag              	Megastores hoofdingang
3	33903	Den Haag              	Poolsterstraat
3	33904	Den Haag              	Poolsterstraat
3	33905	Den Haag              	Wegastraat
3	33906	Den Haag              	Wegastraat
3	33907	Den Haag              	Zonweg
3	33908	Den Haag              	Zonweg
3	33909	Den Haag              	Melkwegstraat
3	33910	Den Haag              	Melkwegstraat
3	33911	Den Haag              	Saturnusstraat
3	33916	Den Haag              	Regulusweg
3	33917	Den Haag              	Regulusweg
3	33919	Den Haag              	Saturnusstraat
3	34002	Den Haag              	Laan van Wateringse Veld
3	34005	Den Haag              	Lage Veld
3	34006	Den Haag              	Lage Veld
3	34009	Den Haag              	Hoge Veld
3	34010	Den Haag              	Hoge Veld
3	34011	Den Haag              	Oosteinde
3	34012	Den Haag              	Oosteinde
3	34013	Den Haag              	Parijsplein
3	34014	Den Haag              	Parijsplein
3	34015	Den Haag              	Carry van Bruggenhof
3	34016	Den Haag              	Carry van Bruggenhof
3	35101	Den Haag              	Herenstraat
3	35102	Den Haag              	Herenstraat
3	35103	Den Haag              	Herenstraat
3	35104	Den Haag              	Herenstraat
3	35105	Den Haag              	Bilderdijklaan
3	35106	Den Haag              	Geestbrug
3	35106	Rijswijk              	Geestbrug
3	35107	Rijswijk              	Hoornbrug
3	35108	Rijswijk              	Hoornbrug
3	35109	Den Haag              	Herenstraat
3	35205	Den Haag              	Esdoornstraat
3	35206	Den Haag              	Esdoornstraat
3	35209	Rijswijk              	Hendrik Ravesteijnplein
3	35210	Rijswijk              	Hendrik Ravesteijnplein
3	35211	Den Haag              	Paulus Potterlaan
3	35212	Den Haag              	Paulus Potterlaan
3	35215	Rijswijk              	Van Vredenburchweg
3	35216	Rijswijk              	Van Vredenburchweg
3	35217	Rijswijk              	Generaal Spoorlaan
3	35218	Rijswijk              	Generaal Spoorlaan
3	35301	Rijswijk              	Van Vredenburchweg
3	35302	Rijswijk              	Van Vredenburchweg
3	35303	Rijswijk              	Generaal Spoorlaan
3	35304	Rijswijk              	Generaal Spoorlaan
3	35305	Den Haag              	Huis te Landelaan
3	35306	Den Haag              	Huis te Landelaan
3	35307	Rijswijk              	Rijswijkse Schouwburg
3	35308	Rijswijk              	Rijswijkse Schouwburg
3	35309	Rijswijk              	Dr. H. Colijnlaan
3	35310	Rijswijk              	Dr. H. Colijnlaan
3	35405	Rijswijk              	In de Bogaard
3	35406	Rijswijk              	In de Bogaard
3	35409	Den Haag              	Prinses Beatrixlaan
3	35410	Den Haag              	Prinses Beatrixlaan
3	35411	Den Haag              	Rijswijk Station
3	35412	Den Haag              	Rijswijk Station
3	35413	Rijswijk              	In de Bogaard
3	35414	Rijswijk              	In de Bogaard
3	35421	Den Haag              	Rijswijk Station
3	35422	Den Haag              	Rijswijk Station
3	35501	Den Haag              	Sammersweg
3	35502	Den Haag              	Sammersweg
3	35503	Rijswijk              	De Schilp
3	35504	Rijswijk              	De Schilp
3	35509	Rijswijk              	Minister van den Tempellaan
3	35510	Rijswijk              	Minister van den Tempellaan
3	35514	Rijswijk              	Sir Winston Churchilllaan
3	35515	Rijswijk              	Sir Winston Churchilllaan
3	35519	Rijswijk              	Prinses Marijkesingel
3	35520	Rijswijk              	Prinses Marijkesingel
3	35601	Rijswijk              	Wethouder Brederodelaan
3	35602	Rijswijk              	Wethouder Brederodelaan
3	35603	Den Haag              	Albert Schweitzerlaan
3	35604	Den Haag              	Albert Schweitzerlaan
3	35605	Rijswijk              	Aletta Jacobsstraat
3	35606	Rijswijk              	Aletta Jacobsstraat
3	35613	Rijswijk              	Weidedreef
3	35614	Rijswijk              	Weidedreef
3	35615	Rijswijk              	Aletta Jacobsstraat
3	35616	Rijswijk              	Aletta Jacobsstraat
3	35617	Rijswijk              	Eikelenburg
3	35618	Rijswijk              	Eikelenburg
3	35620	Den Haag              	Schaapweg
3	35623	Rijswijk              	Pater Doumenstraat
3	35624	Rijswijk              	Pater Doumenstraat
3	35701	Rijswijk              	Admiraal Helfrichsingel
3	35702	Rijswijk              	Admiraal Helfrichsingel
3	35703	Rijswijk              	Admiraal Helfrichsingel
3	35704	Rijswijk              	Admiraal Helfrichsingel
3	35705	Rijswijk              	Klaroenstraat
3	35706	Rijswijk              	Klaroenstraat
3	35839	Rijswijk              	Handelskade
3	35840	Rijswijk              	Handelskade
3	35841	Rijswijk              	Patentlaan
3	35842	Rijswijk              	Patentlaan
3	35843	Rijswijk              	Volmerlaan
3	35844	Rijswijk              	Volmerlaan
3	35846	Den Haag              	Treubstraat
3	35847	Den Haag              	Treubstraat
3	35901	Den Haag              	Broekpolder
3	35902	Den Haag              	Broekpolder
3	35905	Den Haag              	's-Gravenmade
3	35906	Den Haag              	's-Gravenmade
3	35907	Rijswijk              	Verffabriek
3	35908	Rijswijk              	Verffabriek
3	35911	Rijswijk              	Vlietbrug
3	35912	Rijswijk              	Vlietbrug
3	35931	Den Haag              	Laan van Hoornwijck
3	35934	Rijswijk              	Broekpolder
3	35935	Rijswijk              	Broekpolder
3	35936	Rijswijk              	Laan van 's-Gravenmade
3	35937	Rijswijk              	Laan van 's-Gravenmade
3	35938	Den Haag              	Laan van Ypenburg
3	35939	Den Haag              	Laan van Ypenburg
3	35940	Den Haag              	Plesmanlaan
3	35941	Den Haag              	Plesmanlaan
3	35944	Den Haag              	Ypenburg Centrum
3	35945	Den Haag              	Ypenburg Centrum
3	35946	Den Haag              	Anthony Fokkersingel
3	35947	Den Haag              	Anthony Fokkersingel
3	36005	Den Haag              	Plein
3	36019	Den Haag              	Dorpskade
3	36020	Den Haag              	Dorpskade
3	36022	Den Haag              	Dorpskade
3	37002	Den Haag              	Zwartelaan
3	37003	Leidschendam-Voorburg 	Laan van Heldenburg
3	37004	Leidschendam-Voorburg 	Laan van Heldenburg
3	37101	Den Haag              	Binckhorstlaan
3	37101	Leidschendam-Voorburg 	Binckhorstlaan
3	37102	Den Haag              	Binckhorstlaan
3	37102	Leidschendam-Voorburg 	Binckhorstlaan
3	37103	Leidschendam-Voorburg 	Diaconessenhuis
3	37104	Leidschendam-Voorburg 	Diaconessenhuis
3	37105	Leidschendam-Voorburg 	Redenburgstraat
3	37106	Leidschendam-Voorburg 	Laan van Middenburg
3	37110	Den Haag              	Voorburg Station
3	37111	Den Haag              	Voorburg Station
3	37112	Leidschendam-Voorburg 	Sonnenburghlaan
3	37113	Den Haag              	Voorburg Station
3	37116	Den Haag              	Voorburg Station
3	37201	Leidschendam-Voorburg 	Rozenboomlaan
3	37202	Leidschendam-Voorburg 	Rozenboomlaan
3	37211	Den Haag              	Leidschendam-Voorburg
3	37212	Den Haag              	Leidschendam-Voorburg
3	37411	Leidschendam-Voorburg 	Bruijnings Ingenhoeslaan
3	37412	Leidschendam-Voorburg 	Bruijnings Ingenhoeslaan
3	37505	Leidschendam-Voorburg 	Mgr. van Steelaan
3	37506	Leidschendam-Voorburg 	Mgr. van Steelaan
3	37507	Den Haag              	Spinozalaan
3	37508	Den Haag              	Spinozalaan
3	37509	Den Haag              	Koningin Julianaplein
3	37510	Den Haag              	Koningin Julianaplein
3	37601	Den Haag              	Voorburg 't Loo
3	37602	Den Haag              	Voorburg 't Loo
3	37603	Den Haag              	Prinses Beatrixlaan
3	37604	Den Haag              	Prinses Beatrixlaan
3	37610	Leidschendam-Voorburg 	Rodelaan
3	37611	Den Haag              	Voorburg 't Loo
3	37611	Leidschendam-Voorburg 	Voorburg 't Loo
3	37612	Den Haag              	Voorburg 't Loo
3	37612	Leidschendam-Voorburg 	Voorburg 't Loo
3	37701	Den Haag              	Station Mariahoeve
3	37702	Den Haag              	Station Mariahoeve
3	37703	Leidschendam-Voorburg 	Essesteijn
3	37704	Leidschendam-Voorburg 	Essesteijn
3	37705	Leidschendam-Voorburg 	Elzendreef
3	37706	Leidschendam-Voorburg 	Elzendreef
3	38001	Den Haag              	Centrum-West
3	38004	Den Haag              	Fonteinbos
3	38006	Zoetermeer            	Meerzichtlaan
3	38008	Den Haag              	Viaduct Afrikaweg
3	38015	Zoetermeer            	Gerrit Achterberghove
3	38016	Den Haag              	Hoflaan
3	38018	Zoetermeer            	Buytenparklaan
3	38101	Zoetermeer            	Voorweg Laag
3	38102	Zoetermeer            	Voorweg Laag
3	38103	Den Haag              	Centrum - West
3	38104	Den Haag              	Centrum-West
3	38105	Delft                 	Stadhuis
3	38106	Delft                 	Stadhuis
3	38107	Den Haag              	Palenstein
3	38108	Den Haag              	Palenstein
3	38109	Den Haag              	Seghwaert
3	38110	Den Haag              	Seghwaert
3	38111	Den Haag              	Leidsewallen
3	38112	Den Haag              	Leidsewallen
3	38113	Den Haag              	De Leyens
3	38114	Den Haag              	De Leyens
3	38115	Den Haag              	Buytenwegh
3	38116	Den Haag              	Buytenwegh
3	38117	Zoetermeer            	Voorweg Hoog
3	38118	Zoetermeer            	Voorweg Hoog
3	38119	Zoetermeer            	Meerzicht
3	38120	Zoetermeer            	Meerzicht
3	38121	Leidschendam-Voorburg 	Driemanspolder
3	38122	Leidschendam-Voorburg 	Driemanspolder
3	38123	Den Haag              	Delftsewallen
3	38124	Den Haag              	Delftsewallen
3	38125	Den Haag              	Dorp
3	38126	Den Haag              	Dorp
3	38127	Den Haag              	Centrum-West
3	38128	Den Haag              	Willem Dreeslaan
3	38129	Den Haag              	Willem Dreeslaan
3	38130	Den Haag              	Oosterheem
3	38131	Den Haag              	Oosterheem
3	38132	Den Haag              	Javalaan
3	39003	Den Haag              	Brasserskade
3	39004	Den Haag              	Brasserskade
3	39005	Delft                 	Nieuwe Plantage
3	39005	Den Haag              	Nieuwe Plantage
3	39006	Delft                 	Nieuwe Plantage
3	39006	Den Haag              	Nieuwe Plantage
3	39007	Delft                 	Wateringsevest
3	39008	Delft                 	Wateringsevest
3	39009	Leidschendam-Voorburg 	Prinsenhof
3	39010	Leidschendam-Voorburg 	Prinsenhof
3	39017	Den Haag              	Delft Station
3	39018	Den Haag              	Delft Station
3	39101	Delft                 	Krakeelpolderweg
3	39102	Delft                 	Krakeelpolderweg
3	39103	Den Haag              	Hovenpassage
3	39104	Den Haag              	Hovenpassage
3	39105	Den Haag              	Aart van der Leeuwlaan
3	39106	Den Haag              	Aart van der Leeuwlaan
3	39107	Den Haag              	Diepenbrockstraat
3	39107	Westland              	Diepenbrockstraat
3	39108	Den Haag              	Diepenbrockstraat
3	39108	Westland              	Diepenbrockstraat
3	39109	Den Haag              	Van der Slootsingel
3	39110	Den Haag              	Van der Slootsingel
3	39111	Den Haag              	Sadatweg
3	39112	Den Haag              	Sadatweg
3	39113	Den Haag              	Bikolaan
3	39114	Den Haag              	Bikolaan
3	39115	Den Haag              	Abtswoudsepark
3	39116	Den Haag              	Abtswoudsepark keerlus
3	39117	Den Haag              	Abtswoudsepark
3	39501	Leidschendam-Voorburg 	Leidsenhage
3	39502	Leidschendam-Voorburg 	Leidsenhage
3	39503	Den Haag              	Burgemeester Kolfschotenlaan
3	39504	Den Haag              	Burgemeester Kolfschotenlaan
3	39505	Leidschendam-Voorburg 	Kastelenring
3	39506	Leidschendam-Voorburg 	Kastelenring
3	39507	Leidschendam-Voorburg 	Dillenburgsingel
3	39508	Leidschendam-Voorburg 	Dillenburgsingel
3	39509	Leidschendam-Voorburg 	MCH Antoniushove
3	39515	Leidschendam-Voorburg 	Prins Bernhardlaan
3	39519	Leidschendam-Voorburg 	Damlaan
3	39521	Leidschendam-Voorburg 	MCH Antoniushove
3	39549	Den Haag              	Rotonde Houtkade
3	39568	Den Haag              	Spieringdam
3	39573	Leidschendam-Voorburg 	MCH Antoniushove
3	39574	Den Haag              	Houtkade
3	39576	Leidschendam-Voorburg 	Dillenburgsingel
3	39577	Den Haag              	Pijlkruidveld
3	39578	Den Haag              	Pijlkruidveld
3	39580	Leidschendam-Voorburg 	Weigelia
3	39581	Leidschendam-Voorburg 	Weigelia
3	39582	Leidschendam-Voorburg 	Oosteinde
3	39583	Leidschendam-Voorburg 	Oosteinde
3	39584	Den Haag              	Oude Middenweg
3	39585	Den Haag              	Oude Middenweg
3	39586	Den Haag              	Klaverveld
3	39587	Den Haag              	Klaverveld
3	39588	Den Haag              	Leidschenveen Centrum
3	39589	Den Haag              	Leidschenveen Centrum
3	39590	Den Haag              	Lanen
3	39591	Den Haag              	Lanen
3	39594	Den Haag              	Forepark
3	39595	Den Haag              	Forepark
3	39596	Den Haag              	Leidschenveen
3	39597	Den Haag              	Leidschenveen
3	39810	Den Haag              	Scholekstersingel
3	39811	Den Haag              	Scholekstersingel
3	39812	Den Haag              	Gruttosingel
3	39813	Den Haag              	Gruttosingel
3	39814	Den Haag              	Nootdorp Centrum
3	39815	Den Haag              	Nootdorp Centrum
3	39815	Pijnacker-Nootdorp    	Nootdorp Centrum
3	39817	Den Haag              	Guirlande
3	39819	Den Haag              	Gruttosingel
3	39831	Pijnacker-Nootdorp    	Nootdorp Centrum
3	39840	Den Haag              	Station Ypenburg
3	39841	Den Haag              	Station Ypenburg
